     a                  b                  c                   d               e                f
    -0.026694         -0.049182         0.032755          -0.548781         -9.054878         -7.682927
    -0.050652         -0.050088         0.016439          -0.121951         -3.841464         -3.445122
    -0.037201         -0.045734         0.004557          0.731707         -0.70122         -3.902439
    -0.034253         0.001499         -0.046159          -1.859756         0.304878         -2.987805
    -0.027403         0.004519         -0.06681          -2.378049         -0.243902         -3.75
    -0.00532         0.009084         -0.066143          0.27439         -1.768293         -5.182927
    0.006291         0.008439         -0.038657          3.47561         -2.682927         -4.817073
    0.007181         0.00929         -0.014714          5.609756         -2.591464         -3.47561
    0.009456         0.000206         0.010885          6.128049         -2.073171         -3.170732
    0.009127         0.017547         0.020817          4.786585         -0.823171         -2.073171
    -0.002855         0.011694         0.014896          -0.213415         -0.030488         -0.762195
    0.003576         0.008574         -0.008591          -4.329268         0.823171         -1.341463
    -0.004171         -0.004664         -0.026599          -5.030488         1.371951         -1.097561
    -0.007438         -0.005489         -0.023623          -3.109756         0.823171         -1.432927
    -0.009076         -0.009079         -0.004446          -1.585366         0.121951         -1.890244
    0.007583         -0.018786         0.00035          -1.310976         -0.27439         -2.347561
    0.006067         0.004111         0.001256          0.152439         0.243902         -0.945122
    -0.000225         0.009539         -0.002315          0.762195         0.914634         0.182927
    -0.004086         0.012514         -0.003024          0.487805         1.006098         0.396341
    -0.007175         0.00591         0.003049          -0.457317         0.884146         -0.182927
    0.001096         -0.004061         -0.004396          -1.463415         0.792683         -1.128049
    0.004978         0.001243         -0.007619          -0.945122         0.884146         -0.945122
    0.007108         -0.000763         -0.008829          -0.182927         1.128049         -0.396341
    0.001389         -0.004908         -0.009017          -0.823171         0.884146         -0.030488
    -0.005139         -0.003535         0.00099          -0.518293         0.518293         0.457317
    -0.003916         -0.001266         0.013097          -0.27439         0.213415         0.091463
